n_number,mfr_mdl_code,year_manufactured,aircraft_type_code,engine_type_code,certification_code,registration_status,cert_issue_date,expiration_date,owner_state,owner_country
8QP,2110102,,4,1,UNKNOWN,V,2003-08-26,2028-02-29,NE,US
8QQ,05632LZ,2013.0,4,1,42,V,2016-05-18,2029-05-31,WA,US
8QT,2210400,1997.0,4,1,1N,V,2020-06-16,2027-06-30,MT,US
8QV,1181511,1981.0,6,3,1N,V,2019-04-29,2029-04-30,IL,US
8RB,1153408,1966.0,5,1,1N,V,2022-09-20,2029-09-30,CA,US
8RC,6150162,,4,1,1N,V,2020-05-19,2027-05-31,IL,US
8RF,1151425,1972.0,4,1,1U,V,2018-01-29,2028-01-31,KS,US
8RG,7103220,1979.0,4,1,1N,V,2009-01-06,2029-04-30,CA,US
8RH,05624F2,1997.0,4,1,42,V,2017-07-17,2027-07-31,CA,US
8RK,8951025,1974.0,4,1,42,V,1998-08-10,2028-07-31,MI,US
8RL,2076601,2001.0,5,5,1N,V,2025-01-17,2032-01-31,CT,US
8RM,3980203,2010.0,5,5,1T,V,2023-09-09,2030-09-30,UT,US
8RP,05631GF,2011.0,4,1,42,V,2020-03-05,2030-03-31,MO,US
8RR,1220601,,4,1,1N,V,2022-08-05,2029-08-31,CA,US
8RS,4222080,2023.0,5,2,1N,V,2023-12-13,2030-12-31,VA,US
8RU,7103102,1976.0,5,1,1N,V,2025-07-14,2032-07-31,AZ,US
8RV,05627OX,2009.0,4,1,42,V,2025-12-03,2032-12-31,TX,US
8RX,3805010,,1,0,UNKNOWN,V,2022-01-22,2029-01-31,VA,US
8RY,7104202,,5,2,1N,V,2023-04-14,2030-04-30,DE,US
8RZ,05658JC,1983.0,4,1,42,V,1997-07-30,2027-10-31,MI,US
8SC,1220801,1973.0,4,1,1NA,V,2025-11-06,2032-11-30,TN,US
8SD,2990106,2024.0,5,8,1N,V,2025-09-05,2032-09-30,UT,US
8SE,2075726,1974.0,5,1,1N,V,2024-02-15,2031-02-28,NY,US
8SF,1220801,1972.0,4,1,1NA,V,2021-01-20,2028-01-31,TX,US
8SG,2130004,2015.0,4,1,1N,V,2020-06-08,2027-06-30,CA,US
8SH,056332K,2024.0,4,1,42,V,2018-04-17,2028-04-30,  ,  
8SL,4470402,,6,1,1N,V,2017-07-10,2027-07-31,FL,US
8SN,3801265,1999.0,1,0,443,V,2023-08-29,2030-08-31,CA,US
8SQ,2072618,1966.0,4,1,1N,V,2022-11-16,2029-11-30,GA,US
8SS,2076404,1973.0,5,1,1N,V,2016-10-17,2029-10-31,ND,US
8ST,3980219,,5,5,UNKNOWN,V,2021-06-22,2028-06-30,MS,US
8SZ,7104605,1987.0,4,1,1N,V,2017-12-20,2027-12-31,TX,US
8TA,1390044,2009.0,5,5,1T,V,2022-11-18,2029-11-30,TX,US
8TB,05625Z8,1994.0,4,1,42,V,2016-11-04,2029-11-30,ME,US
8TC,2074242,,5,1,1N,V,2022-10-18,2029-10-31,SD,US
8TD,7103406,,5,1,1N,V,1996-08-16,2028-02-29,NV,US
8TF,3950802,1948.0,4,1,43,V,2012-04-20,2028-04-30,TX,US
8TG,5170531,1999.0,5,5,1T,V,2023-06-13,2030-06-30,NY,US
8TH,056322X,,4,1,UNKNOWN,V,2013-09-25,2029-09-30,OR,US
8TJ,86601MP,,4,1,42,V,2025-12-12,2032-12-31,AR,US
8TL,056131B,2006.0,4,1,42,V,2002-04-10,2030-03-31,MI,US
8TM,1152744,1980.0,5,1,1N,V,2015-08-13,2028-08-31,TX,US
8TR,2072432,1972.0,4,1,1NU,V,2024-01-19,2031-01-31,KS,US
8TT,89510V8,1996.0,4,1,42,V,2003-02-03,2029-11-30,FL,US
8TW,05620KI,2007.0,4,1,42,V,2011-10-06,2027-10-31,TX,US
8TY,056235V,2009.0,4,8,42,V,2009-03-26,2029-11-30,GA,US
8TZ,1151604,1983.0,4,1,1U,V,2022-07-12,2029-07-31,KS,US
8UB,05617IQ,2004.0,4,1,42,V,2015-07-10,2028-07-31,NV,US
8UF,0260120,1985.0,6,3,1N,V,2011-05-14,2027-05-31,OR,US
8UK,1220501,,4,1,1NU,V,2025-06-13,2032-06-30,TX,US
8UM,7104622,2001.0,4,2,1N,V,2019-01-17,2029-01-31,TX,US
8UP,05629D3,2010.0,4,1,42,V,2019-09-12,2029-09-30,AZ,US
8UR,7150003,1999.0,5,1,1N,V,2025-11-09,2032-11-30,TX,US
8UT,1181579,,6,3,UNKNOWN,V,2002-07-09,2027-10-31,NM,US
8UU,056269H,2008.0,4,1,42,V,2008-06-11,2027-07-31,AK,US
8UZ,5150002,2004.0,4,1,1U,V,2022-06-30,2029-06-30,DE,US
8V,05601L9,,4,1,42,V,2022-04-09,2029-04-30,NY,US
8VB,1390006,2012.0,5,5,1T,V,2020-08-10,2027-08-31,CA,US
8VC,3980205,2009.0,5,5,1T,V,2021-03-26,2028-03-31,UT,US
8VD,05607JM,1999.0,4,1,42,V,2013-04-19,2029-04-30,AZ,US
8VJ,2072618,1966.0,4,1,1N,V,2020-06-04,2027-06-30,MT,US
8VM,0561092,2001.0,4,1,42,V,2001-03-07,2029-10-31,IL,US
8VN,05604R2,,4,1,UNKNOWN,V,2011-06-22,2027-06-30,NM,US
8VQ,05626ZQ,2007.0,4,1,42,V,2004-03-01,2029-10-31,NC,US
8VR,05602GY,,4,1,UNKNOWN,V,2015-07-27,2028-07-31,CA,US
8VT,2990002,2005.0,4,1,1NU,V,2025-01-22,2032-01-31,UT,US
8VU,1181511,,6,3,1N,V,2025-06-26,2032-06-30,IA,US
8VW,0563690,1982.0,4,1,42,V,1985-06-24,2027-09-30,WA,US
8VY,9350102,,4,1,1NU,V,2024-06-30,2031-06-30,TX,US
8VZ,05621DT,2007.0,4,1,42,V,2019-06-18,2029-06-30,KS,US
8WA,056901S,1990.0,4,1,42,V,2025-01-29,2032-01-31,AZ,US
8WB,2076014,1974.0,5,1,1N,V,2020-10-13,2027-10-31,OR,US
8WC,2076619,2019.0,5,5,1C,V,2019-10-24,2029-10-31,PA,US
8WF,2072821,1976.0,4,1,1N,V,2022-03-18,2029-03-31,CA,US
8WG,05638W8,,4,8,UNKNOWN,V,2019-10-23,2029-10-31,TX,US
8WH,2072703,2004.0,4,1,1N,V,2024-03-20,2031-03-31,TX,US
8WJ,3021466,1942.0,5,2,1O,V,2016-03-30,2029-03-31,MT,US
8WL,2073356,1985.0,4,3,1N,V,1988-05-02,2027-04-30,SC,US
8WM,1151604,1977.0,4,1,1U,V,2017-02-23,2030-02-28,FL,US
8WN,05622TW,2008.0,4,8,42,V,2025-03-11,2032-03-31,TX,US
8WP,2074008,1956.0,4,1,1U,V,2022-12-29,2029-12-31,TX,US
8WQ,05634PR,2018.0,4,8,42,V,2015-12-22,2028-12-31,CO,US
8WT,2130004,2024.0,4,1,1N,V,2024-06-05,2031-06-30,VA,US
8WW,1152746,1976.0,5,1,1N,V,2026-01-08,2033-01-31,MO,US
8WX,05655TV,1987.0,4,1,42,V,2007-04-11,2030-01-31,LA,US
8WY,5150000,2002.0,4,1,1U,V,2021-08-26,2028-08-31,WY,US
8X,2730176,2024.0,5,5,1T,V,2025-10-31,2032-10-31,UT,US
8XA,2210400,1997.0,4,1,1N,V,2014-11-14,2027-11-30,NV,US
8XB,05607VH,,4,1,UNKNOWN,V,2018-05-21,2028-05-31,CA,US
8XC,2210400,1997.0,4,1,1N,V,2023-03-20,2030-03-31,NJ,US
8XE,2210406,2001.0,4,1,1N,V,2004-11-19,2029-03-31,MS,US
8XF,05617UY,2005.0,4,1,42,V,2025-11-03,2032-11-30,NH,US
8XG,05632JX,2013.0,4,1,42,V,2017-06-02,2027-06-30,CA,US
8XH,05603SJ,1981.0,4,5,43,V,2019-01-15,2029-01-31,FL,US
8XJ,2210400,1997.0,4,1,1N,V,2025-07-30,2032-07-31,OR,US
8XL,05603Y6,1999.0,4,1,42,V,2004-03-24,2029-10-31,KS,US
8XN,72202PB,1979.0,4,1,42,V,1971-03-03,2029-10-31,MI,US
8XQ,056151W,,4,1,UNKNOWN,V,2004-03-11,2030-01-31,TX,US
8XT,70218DG,2003.0,4,1,1NA,V,2010-08-03,2028-01-31,MT,US
8XU,2210400,1997.0,4,1,1N,V,2021-05-17,2028-05-31,AL,US
8XV,0563153,2013.0,4,8,42,V,2016-01-29,2029-01-31,OR,US
8XW,05631HY,2012.0,4,1,42,V,2023-08-04,2030-08-31,WI,US
8XX,0565335,1976.0,4,8,42,V,2024-12-13,2031-12-31,CO,US
8XY,056130B,2002.0,4,1,42,V,2020-12-07,2027-12-31,LA,US
8XZ,05611QT,2001.0,4,1,42,V,2001-05-21,2027-05-31,FL,US
8Y,0760863,1912.0,4,1,43,V,2008-02-05,2029-07-31,OR,US
8YA,2072734,1981.0,4,1,1N,V,2025-07-08,2032-07-31,NV,US
8YB,05615Q3,,4,8,42,V,2023-07-03,2030-07-31,AK,US
8YD,05609OC,2000.0,4,1,42,V,2000-07-07,2027-12-31,OH,US
8YE,2808006,,4,1,UNKNOWN,V,2021-09-29,2028-09-30,AK,US
8YH,056315Q,2012.0,4,1,42,V,2023-06-02,2030-06-30,DE,US
8YJ,1181511,1998.0,6,3,1N,V,2004-01-29,2029-04-30,IL,US
8YK,05628VC,1973.0,4,1,43,V,2024-08-23,2031-08-31,MO,US
8YL,7640122,2018.0,6,1,1N,V,2024-02-04,2031-02-28,NC,US
8YM,1155400,1985.0,5,5,1T,V,2021-07-31,2028-07-31,GA,US
8YP,5460112,1973.0,4,1,1N,V,2017-12-22,2027-12-31,NV,US
8YQ,2073708,1972.0,4,1,1N,V,2014-08-15,2027-08-31,AK,US
8YU,7090551,2001.0,4,2,1N,V,2014-11-12,2027-11-30,CO,US
8YV,05617UC,2006.0,4,1,42,V,2004-06-21,2027-08-31,TX,US
8YW,8682000,1996.0,4,2,1N,V,2025-07-08,2032-07-31,DE,US
8YZ,1151604,1980.0,4,1,1N,V,2020-08-05,2027-08-31,NC,US
8Z,05605NE,1998.0,4,1,42,V,1999-11-04,2028-11-30,FL,US
8ZA,5920207,1992.0,4,1,1N,V,2021-08-07,2028-08-31,CO,US
8ZB,7103220,1997.0,4,1,1N,V,2013-07-02,2029-07-31,NV,US
8ZD,05621O9,2006.0,4,1,42,V,2017-07-27,2027-07-31,MT,US
8ZE,05615RQ,2006.0,4,1,42,V,2013-08-02,2029-08-31,DE,US
8ZG,056215X,,4,1,UNKNOWN,V,2006-09-07,2028-04-30,FL,US
8ZK,7640110,,6,1,1N,V,2020-02-03,2030-02-28,CA,US
8ZL,05629RP,2010.0,4,8,42,V,2017-03-28,2030-03-31,AZ,US
8ZP,2130001,2016.0,4,1,1N,V,2019-11-04,2029-11-30,MN,US
8ZQ,8130001,1999.0,4,1,1NA,V,2023-07-21,2030-07-31,NV,US
8ZR,05618JO,,4,1,UNKNOWN,V,2005-01-13,2029-04-30,CO,US
8ZU,8850909,,4,1,1N,V,2024-07-22,2031-07-31,TX,US
8ZV,056321U,2013.0,4,1,42,V,2013-09-06,2029-09-30,ID,US
8ZW,7102808,1965.0,4,1,1N,V,2020-05-04,2027-05-31,CT,US
8ZX,21101PL,1995.0,4,1,1NA,V,2023-03-04,2030-03-31,KS,US
8ZZ,2076619,2018.0,5,5,1C,V,2026-01-15,2033-01-31,  ,DE
90,1390009,2009.0,5,5,1T,V,2011-08-10,2027-08-31,OK,US
9000,5480102,1937.0,4,1,1,V,2024-03-05,2031-03-31,OR,US
90000,2071602,1946.0,4,1,1,V,2011-04-16,2030-04-30,TX,US
90002,7486066,1992.0,2,0,1B,V,2011-06-01,2027-06-30,NY,US
90004,2071402,1946.0,4,1,1,V,2022-12-10,2029-12-31,AK,US
90006,7484049,,2,0,1B,V,2020-07-23,2027-07-31,FL,US
90007,2071602,1946.0,4,1,1N,V,2001-02-23,2029-07-31,OR,US
9000A,05639E4,2020.0,4,1,42,V,2022-09-27,2029-09-30,WA,US
9000B,21101NM,1957.0,4,1,1,V,2025-03-23,2032-03-31,ND,US
9000C,7487072,1997.0,2,0,1B,V,2011-07-01,2027-07-31,NY,US
9000J,0390309,1999.0,4,2,314,V,2020-01-17,2030-01-31,CA,US
9000K,9230404,1947.0,4,1,1,V,2021-01-26,2028-01-31,NJ,US
9000L,5870208,1968.0,4,1,1N,V,2020-06-16,2027-06-30,WA,US
9000M,7103212,1971.0,4,1,1N,V,2013-04-23,2029-04-30,MP,MP
9000N,6113320,2002.0,2,0,1B,V,2024-05-15,2031-05-31,IA,US
9000P,9630605,1995.0,4,1,31,V,2018-04-04,2028-04-30,MN,US
9000Q,1151544,1969.0,4,1,1U,V,2023-09-15,2030-09-30,OH,US
9000T,4280102,2024.0,2,0,1B,V,2024-05-17,2031-05-31,FL,US
9000U,2071830,1976.0,4,8,1U,V,2015-04-20,2028-04-30,GA,US
9000V,6780103,,5,1,UNKNOWN,V,2018-01-23,2028-01-31,OR,US
9000X,2072710,,4,1,UNKNOWN,V,2014-04-04,2030-04-30,WA,US
9001,06102FP,,6,10,UNKNOWN,V,2025-07-21,2032-07-31,MN,US
90014,1050100,,2,0,UNKNOWN,V,2017-04-18,2027-04-30,FL,US
90016,1050100,,2,0,1B,V,2025-11-13,2032-11-30,WY,US
9001A,0050101,,2,0,1B,V,2025-04-14,2032-04-30,MS,US
9001C,4280200,2022.0,2,0,1B,V,2022-12-19,2029-12-31,NM,US
9001D,7102214,1958.0,4,1,1N,V,2017-08-29,2027-08-31,VA,US
9001E,0191102,1946.0,4,1,1,V,2014-09-26,2027-09-30,VA,US
9001G,6113319,2003.0,2,0,1B,V,2003-07-30,2028-01-31,OH,US
9001H,05653J1,1981.0,4,1,42,V,2012-11-01,2028-11-30,MT,US
9001J,7102808,1966.0,4,1,1N,V,1982-02-25,2029-07-31,CA,US
9001K,9230404,1947.0,4,1,1,V,2025-10-15,2032-10-31,CO,US
9001L,5190022,,2,0,1B,V,2025-11-05,2032-11-30,KY,US
9001M,2072618,1969.0,4,1,1N,V,2021-04-05,2028-04-30,AK,US
9001Q,1152740,1970.0,5,1,1N,V,2020-06-02,2027-06-30,MN,US
9001R,4280200,2023.0,2,0,1B,V,2023-07-26,2030-07-31,NY,US
9001S,4280202,2024.0,2,0,1B,V,2025-01-08,2032-01-31,KS,US
9001T,4280200,2024.0,2,0,1B,V,2024-06-08,2031-06-30,FL,US
9001U,5190006,2023.0,2,0,1B,V,2024-05-25,2031-05-31,WY,US
9001W,7102810,1964.0,4,1,1N,V,2003-03-21,2029-11-30,  ,  
9002,6780112,1987.0,5,2,1N,V,2025-10-08,2032-10-31,NV,US
90020,05620OI,2004.0,4,1,42,V,2005-11-17,2028-10-31,WI,US
90022,4280237,2025.0,2,0,1B,V,2025-08-07,2032-08-31,OH,US
90024,3940034,2014.0,5,5,1T,V,2023-03-31,2030-03-31,UT,US
90025,2071602,1946.0,4,1,1,V,2002-02-06,2029-08-31,ID,US
90027,6113320,,2,0,1B,V,2024-06-02,2031-06-30,IA,US
90028,2071402,,4,1,1,V,2018-06-29,2028-06-30,WI,US
9002B,21101NX,1957.0,4,1,1,V,2004-07-13,2027-12-31,WA,US
9002C,2072602,1954.0,4,1,1,V,2007-11-16,2028-10-31,CA,US
9002D,5190026,2018.0,2,0,1B,V,2019-04-22,2029-04-30,MI,US
9002E,2072434,1979.0,4,1,1NU,V,1994-10-06,2028-07-31,WI,US
9002F,7102805,,4,1,1NU,V,2021-03-09,2028-03-31,MD,US
9002H,2072418,1975.0,4,8,1NU,V,2020-10-23,2027-10-31,AZ,US
9002J,4280202,2025.0,2,0,1B,V,2025-07-08,2032-07-31,NM,US
9002K,0390305,1999.0,4,2,314,V,2020-01-30,2030-01-31,ND,US
9002L,4280300,2023.0,2,0,1B,V,2023-06-19,2030-06-30,MA,US
9002N,5870214,1966.0,4,1,1N,V,2025-02-19,2032-02-29,AK,US
9002Q,05610K8,2004.0,4,1,42,V,2004-04-23,2030-02-28,WA,US
9002S,1151532,1965.0,4,1,1U,V,2000-02-02,2030-01-31,TN,US
9002T,4280200,2022.0,2,0,1B,V,2025-08-06,2032-08-31,IA,US
9002U,3940034,2013.0,5,5,1T,V,2015-03-11,2028-03-31,TX,US
9002V,1151544,1968.0,4,1,1U,V,2024-07-06,2031-07-31,TX,US
9002X,6113320,2003.0,2,0,1,V,2016-04-12,2029-04-30,IA,US
9002Y,4280300,2022.0,2,0,1B,V,2023-04-01,2030-04-30,SD,US
9002Z,5190028,2018.0,2,0,1B,V,2018-11-03,2028-11-30,NM,US
9003,5150001,2005.0,4,1,1U,V,2017-08-11,2027-08-31,CA,US
90032,4280300,2024.0,2,0,1B,V,2025-05-05,2032-05-31,TN,US
90034,2071602,1946.0,4,1,1,V,1987-01-26,2029-04-30,AR,US
90037,4280237,2025.0,2,0,1B,V,2025-09-15,2032-09-30,CO,US
90039,05610RL,2000.0,4,1,42,V,2020-04-10,2027-04-30,KY,US
9003A,1150564,,4,1,UNKNOWN,V,2018-09-15,2028-09-30,OR,US
9003C,05610SU,,4,1,42,V,2024-07-23,2031-07-31,UT,US
9003E,2072434,1979.0,4,1,1NU,V,2025-06-20,2032-06-30,CA,US
9003F,7102807,1976.0,4,1,1NU,V,2016-08-04,2029-08-31,CA,US
9003J,7102808,1966.0,4,1,1N,V,2017-05-25,2027-05-31,MN,US
9003K,9230404,1947.0,4,1,1,V,2006-08-08,2028-06-30,MN,US
9003L,8850318,1946.0,4,1,1N,V,2005-07-08,2027-11-30,FL,US
9003Q,05610SR,2000.0,4,1,42,V,2023-05-12,2030-05-31,IL,US
9003S,1151532,1965.0,4,1,1U,V,2003-06-24,2027-08-31,NY,US
9003T,05610SQ,2000.0,4,7,42,V,2024-07-16,2031-07-31,IA,US
9003V,1151544,,4,1,UNKNOWN,V,2021-06-08,2028-06-30,TX,US
9003W,7102810,1964.0,4,1,1N,V,2023-04-07,2030-04-30,FL,US
9003X,2072710,,4,1,1,V,2020-04-14,2030-04-30,OR,US
9004,2621602,1928.0,4,1,1,V,2002-05-03,2027-06-30,NY,US
90042,05610RW,,4,1,42,V,2023-04-05,2030-04-30,GA,US
90043,2071602,1946.0,4,1,1,V,2025-03-08,2032-03-31,AK,US
90044,2071402,1956.0,4,1,1,V,2012-09-26,2028-09-30,AK,US
90045,2072504,,4,1,1N,V,2018-11-28,2028-11-30,OR,US
90049,05630A8,,6,1,42,V,2024-05-28,2031-05-31,FL,US
9004A,2072304,1949.0,4,1,1,V,2013-12-17,2029-12-31,PA,US
9004D,7102214,1958.0,4,1,1,V,2021-09-08,2028-09-30,MI,US
9004F,3940034,2013.0,5,5,1T,V,2014-08-26,2027-08-31,TX,US
9004G,5190006,2023.0,2,0,1B,V,2023-12-07,2030-12-31,NM,US
9004K,9230404,1947.0,4,1,1,V,1993-12-21,2029-07-31,OK,US
9004L,21101PK,1970.0,4,1,1NA,V,2002-05-08,2027-05-31,NC,US
9004P,7102406,,4,1,1N,V,2024-06-25,2031-06-30,IA,US
9004Q,1151548,1970.0,4,1,1U,V,2013-02-11,2029-02-28,MS,US
9004R,2071830,,4,8,1U,V,1980-04-04,2027-05-31,OH,US
9004S,1151532,1965.0,4,1,1U,V,2012-06-26,2028-06-30,NV,US
9004W,2072439,2010.0,4,1,1N,V,2021-01-23,2028-01-31,SC,US
9004X,2072710,1961.0,4,1,1,V,2014-11-10,2027-11-30,WV,US
9005,2621802,,4,1,1,V,1996-11-15,2029-01-31,TX,US
90050,6113320,2004.0,2,0,1B,V,2017-05-11,2027-05-31,IA,US
90051,2071602,,4,1,1,V,2020-10-22,2027-10-31,TX,US
90052,2073709,1977.0,4,1,1N,V,1987-01-14,2029-07-31,WA,US
90053,2071602,1946.0,4,1,1,V,2018-11-17,2028-11-30,WA,US
90054,2071602,1946.0,4,1,1,V,2024-01-30,2031-01-31,AZ,US
90055,2071602,1946.0,4,1,1,V,1991-10-30,2028-10-31,NY,US
90056,2071402,1946.0,4,1,1,V,2026-01-14,2033-01-31,NC,US
90057,11814SF,,6,3,UNKNOWN,V,2022-03-11,2029-03-31,  ,ZA
90058,1050100,1989.0,2,0,1B,V,1990-10-11,2028-12-31,NC,US
9005A,2072304,1949.0,4,1,1,V,2023-05-09,2030-05-31,PA,US
9005B,21101NM,1957.0,4,1,1,V,2024-04-23,2031-04-30,WI,US
9005C,2072602,1954.0,4,1,1,V,2024-05-22,2031-05-31,MT,US
9005E,6113320,2003.0,2,0,1B,V,2020-07-31,2027-07-31,IA,US
9005H,2072418,1975.0,4,8,1NU,V,2020-04-13,2030-04-30,NE,US
9005J,7102808,1966.0,4,1,1N,V,1994-08-10,2028-04-30,TX,US
9005L,21101N8,1970.0,4,1,1NA,V,2025-05-01,2032-05-31,CO,US
9005M,2075816,1976.0,4,1,1N,V,2018-07-30,2028-07-31,IA,US
9005N,5190036,2023.0,2,0,1B,V,2023-09-19,2030-09-30,KY,US
9005P,7102406,,4,1,1N,V,2023-10-04,2030-10-31,CA,US
9005Q,6113320,2005.0,2,0,1B,V,2023-08-10,2030-08-31,IA,US
9005R,2072703,2010.0,4,1,1N,V,2015-08-17,2028-08-31,TX,US
9005S,1152705,1965.0,5,1,1N,V,2017-06-27,2027-06-30,WY,US
9005T,2390101,1974.0,6,1,31,V,2011-08-03,2027-08-31,MN,US
9005U,2071830,1976.0,4,8,1U,V,1984-02-02,2029-08-31,OH,US
9005V,5190022,2018.0,2,0,1B,V,2019-04-17,2029-04-30,NM,US
9005W,7487007,1992.0,2,0,1B,V,2010-03-29,2030-01-31,OR,US
9005Y,7484049,1992.0,2,0,1B,V,1999-07-21,2027-10-31,MN,US
9006,3940034,2013.0,5,5,1T,V,2015-03-09,2028-03-31,TX,US
90060,2071602,1946.0,4,1,1,V,2019-01-16,2029-01-31,KS,US
90061,2071402,1946.0,4,1,1,V,2006-05-08,2027-06-30,SD,US
90064,7102810,1968.0,4,1,1NU,V,2019-04-04,2029-04-30,PA,US
90065,2071402,,4,1,UNKNOWN,V,2005-10-25,2028-07-31,MO,US
90066,2071602,,4,1,1,V,2023-09-19,2030-09-30,WY,US
90067,2071602,1946.0,4,1,1U,V,2025-01-07,2032-01-31,CA,US
90068,2071602,1946.0,4,1,1,V,1989-03-08,2029-10-31,WA,US
9006C,2072602,,4,1,1,V,2022-02-15,2029-02-28,FL,US
9006D,7484049,1992.0,2,0,1B,V,2024-05-03,2031-05-31,AZ,US
9006E,0191102,1946.0,4,1,1,V,1985-12-06,2029-02-28,TX,US
9006F,7103213,1976.0,4,1,1,V,2022-10-14,2029-10-31,NJ,US
9006G,2072730,1970.0,4,1,1N,V,2014-05-23,2027-05-31,PA,US
9006H,05620O9,2006.0,4,1,42,V,2024-11-18,2031-11-30,TX,US
9006M,2075816,1976.0,4,1,1N,V,2025-03-24,2032-03-31,OR,US
9006P,7102406,1966.0,4,1,1,V,2023-12-17,2030-12-31,UT,US
9006Q,0390306,1992.0,4,2,31,V,2024-12-09,2031-12-31,AR,US
9006S,5190021,2022.0,2,0,1B,V,2023-05-05,2030-05-31,IA,US
9006U,6113320,2004.0,2,0,1B,V,2004-07-02,2028-01-31,IA,US
9006V,1151548,1969.0,4,1,1U,V,1983-06-06,2027-08-31,TX,US
9006W,05616L0,2007.0,4,8,42,V,2008-06-25,2027-07-31,KS,US
9006X,7487007,1992.0,2,0,1B,V,2014-03-19,2030-03-31,OH,US
9006Y,05637M7,1981.0,2,0,1B,V,2012-10-22,2028-10-31,IA,US
90072,2071602,,4,1,1,V,2023-07-03,2030-07-31,MN,US
90073,7487008,1997.0,2,0,1B,V,2012-03-22,2028-03-31,IL,US
90075,2071602,1946.0,4,1,1,V,1998-09-26,2028-04-30,AZ,US
90076,1220601,1972.0,4,1,1N,V,2014-08-15,2027-08-31,AZ,US
90079,05902YM,,7,7,UNKNOWN,V,2022-07-02,2029-07-31,FL,US
9007A,2072304,1949.0,4,1,1,V,2017-05-25,2027-05-31,NH,US
9007B,8146004,,6,3,UNKNOWN,V,2021-02-25,2028-02-29,FL,US
9007C,5190006,,2,0,UNKNOWN,V,2022-04-04,2029-04-30,IA,US
9007D,7102214,1958.0,4,1,1N,V,1998-02-23,2029-09-30,OH,US
9007E,0191102,,4,1,1,V,2020-05-28,2027-05-31,TX,US
9007G,2072730,1970.0,4,1,1,V,2020-08-06,2027-08-31,MT,US
9007J,2075707,1967.0,5,1,1N,V,2004-10-08,2028-07-31,CA,US
9007M,2072618,1969.0,4,1,1N,V,2014-09-16,2027-09-30,NC,US
9007N,8680615,1978.0,6,3,1N,V,2019-03-16,2029-03-31,WA,US
9007P,7102406,1966.0,4,1,1N,V,2019-06-12,2029-06-30,NV,US
9007Q,1050100,,2,0,1B,V,2019-04-19,2029-04-30,FL,US
9007R,2072735,1978.0,4,1,1N,V,2006-11-13,2028-10-31,WA,US
9007U,0590130,,4,8,48A,V,2023-11-29,2030-11-30,TX,US
9007V,1151548,1970.0,4,1,1U,V,2025-01-19,2032-01-31,TX,US
9007W,7102810,,4,1,1N,V,2018-08-10,2028-08-31,FL,US
9007X,2072710,1961.0,4,1,1,V,1987-05-01,2030-04-30,LA,US
90083,2071602,1946.0,4,1,1,V,2021-08-13,2028-08-31,CA,US
90084,2071602,1946.0,4,1,1,V,2024-11-26,2031-11-30,TX,US
90085,2071402,1946.0,4,1,1,V,2023-02-27,2030-02-28,GA,US
90087,05901US,1999.0,7,7,48A,V,2016-03-22,2029-03-31,NM,US
90089,2071402,1946.0,4,1,1,V,2013-03-04,2029-03-31,MN,US
9008B,0030438,1979.0,4,1,42,V,2025-03-07,2032-03-31,WA,US
9008C,2072602,1954.0,4,1,1N,V,2019-03-13,2029-03-31,LA,US
9008D,7102214,1958.0,4,1,1N,V,2001-02-22,2030-01-31,NY,US
9008F,7101102,,4,1,UNKNOWN,V,2024-07-28,2031-07-31,AK,US
9008H,2072707,2011.0,4,1,1N,V,2023-04-20,2030-04-30,KS,US
9008K,9230414,1947.0,4,1,1,V,2014-07-01,2027-07-31,MO,US
9008L,21101P3,1970.0,4,1,1NA,V,1996-08-30,2028-01-31,PA,US
9008M,2072618,1969.0,4,1,1N,V,2024-02-17,2031-02-28,FL,US
9008N,1380134,1941.0,4,1,1A,V,2023-09-17,2030-09-30,MS,US
9008P,7102406,1966.0,4,1,1N,V,2021-08-13,2028-08-31,AR,US
9008Q,5190005,2019.0,2,0,1B,V,2024-07-06,2031-07-31,CO,US
9008U,3940034,2013.0,5,5,1T,V,2023-07-31,2030-07-31,UT,US
9008Z,89510E2,1979.0,4,1,42,V,1979-07-31,2028-01-31,SC,US
90091,05622J4,2007.0,4,1,42,V,2020-07-17,2027-07-31,CO,US
90092,2071602,1946.0,4,1,1,V,2023-01-26,2030-01-31,MI,US
90096,7487007,,2,0,1B,V,2014-04-15,2027-04-30,ND,US
90097,1181511,1975.0,6,3,31,V,2023-05-25,2030-05-31,IA,US
9009B,21101NX,1957.0,4,1,6130,V,2024-12-03,2031-12-31,AL,US
9009C,2072602,1954.0,4,1,1,V,2016-09-08,2029-09-30,TX,US
9009D,7102214,1958.0,4,1,1N,V,2018-08-06,2028-08-31,AK,US
9009E,5460135,1976.0,4,1,1N,V,2023-01-31,2030-01-31,AR,US
9009H,2072418,1975.0,4,8,1NU,V,2020-11-05,2027-11-30,IA,US
9009J,7102808,1966.0,4,1,1N,V,2021-11-06,2028-11-30,UT,US
9009K,6113320,2002.0,2,0,1B,V,2024-09-02,2031-09-30,NE,US
9009L,21101NN,1970.0,4,1,6130,V,2024-10-28,2031-10-31,AK,US
9009N,060003E,,4,8,9A,V,2014-09-30,2027-09-30,WA,US
9009P,7485057,1992.0,2,0,1B,V,1992-03-23,2029-11-30,MN,US
9009Q,1151548,1970.0,4,1,1U,V,2000-05-15,2027-06-30,IL,US
